country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,first_trip_tz,cost_category
NETHERLANDS,25-44,Alone,1,0,Meetings and Conference,Widlife Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,9,0,Yes,Normal Cost
FRANCE,25-44,With Spouse and Children,1,2,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,7,6,Yes,Higher Cost
FRANCE,45-64,With Spouse,1,1,Visiting Friends and Relatives,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,9,4,Yes,Higher Cost
UNITED STATES OF AMERICA,45-64,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,0,Yes,Higher Cost
ITALY,45-64,With Children,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,No,Yes,Yes,Yes,Yes,No,7,7,Yes,Higher Cost
UNITED KINGDOM,45-64,With Other Friends/Relatives,6,6,Visiting Friends and Relatives,Hunting Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,No,Higher Cost
UNITED STATES OF AMERICA,65+,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,0,Yes,Higher Cost
ITALY,25-44,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,0,Yes,High Cost
UNITED STATES OF AMERICA,65+,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,14,0,Yes,Higher Cost
SWIZERLAND,45-64,With Spouse,1,1,Visiting Friends and Relatives,Business,"Friends, relatives",Package Tour,Yes,Yes,No,No,No,No,No,0,14,Yes,High Cost
FRANCE,25-44,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,No,No,Yes,No,7,0,Yes,Higher Cost
AUSTRALIA,65+,With Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,7,3,Yes,Higher Cost
BURUNDI,45-64,With Spouse and Children,2,1,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Lower Cost
FRANCE,25-44,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,6,4,Yes,Higher Cost
AUSTRIA,25-44,Alone,0,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10,0,Yes,High Cost
ZAMBIA,25-44,Alone,1,0,Business,Hunting Tourism,Trade fair,Independent,No,No,No,No,No,No,No,1,0,Yes,Lower Cost
GERMANY,45-64,With Spouse and Children,2,1,Leisure and Holidays,Wildlife Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,14,7,No,Higher Cost
BURUNDI,45-64,Alone,0,1,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,No,Lower Cost
UNITED KINGDOM,25-44,With Spouse and Children,3,2,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,16,5,Yes,Higher Cost
BURUNDI,18-24,With Other Friends/Relatives,2,0,Business,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Yes,Lower Cost
GERMANY,25-44,With Spouse,0,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,6,10,Yes,High Cost
UNITED STATES OF AMERICA,65+,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,14,5,Yes,Higher Cost
LEBANON,45-64,Alone,0,1,Meetings and Conference,Mountain Climbing,Others,Independent,No,No,No,No,No,No,No,4,1,No,Normal Cost
MALAWI,25-44,Alone,1,0,Meetings and Conference,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,Yes,Low Cost
UNITED KINGDOM,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,10,No,Normal Cost
ZAMBIA,25-44,Alone,0,1,Business,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,No,Normal Cost
KENYA,45-64,Alone,0,1,Meetings and Conference,Cultural Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,2,0,No,Low Cost
SAUD ARABIA,25-44,Alone,0,1,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,0,Yes,Normal Cost
UNITED KINGDOM,45-64,With Spouse,0,0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,7,Yes,Higher Cost
SUDAN,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,No,No,No,No,No,2,3,Yes,Normal Cost
UNITED KINGDOM,25-44,Alone,0,1,Business,Widlife Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,50,0,No,Higher Cost
CANADA,25-44,Alone,1,0,Leisure and Holidays,Conference Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,3,10,Yes,Normal Cost
MALAWI,18-24,Alone,0,1,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,No,Lower Cost
BELGIUM,18-24,Alone,0,1,Leisure and Holidays,Hunting Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,10,0,Yes,Lower Cost
SOUTH AFRICA,45-64,Alone,0,1,Business,Hunting Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,279,0,No,High Cost
AUSTRALIA,18-24,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,4,Yes,High Cost
UNITED STATES OF AMERICA,65+,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,No,Yes,Yes,No,12,0,Yes,Higher Cost
UNITED STATES OF AMERICA,25-44,With Other Friends/Relatives,1,1,Meetings and Conference,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,No,High Cost
LUXEMBOURG,45-64,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,21,Yes,Higher Cost
UNITED STATES OF AMERICA,45-64,Alone,0,1,Business,Cultural Tourism,Others,Independent,No,No,No,No,No,No,No,5,0,Yes,Normal Cost
ZAMBIA,25-44,Alone,0,1,Meetings and Conference,Mountain Climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,No,Lower Cost
JAPAN,25-44,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,No,13,0,Yes,High Cost
FRANCE,25-44,With Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,11,0,Yes,High Cost
LEBANON,25-44,With Spouse,1,1,Business,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,300,0,No,Higher Cost
AUSTRIA,45-64,With Spouse and Children,2,2,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,No,No,Yes,No,0,8,Yes,Higher Cost
ITALY,45-64,With Spouse and Children,1,2,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,14,0,No,Higher Cost
ZIMBABWE,25-44,With Spouse,1,1,Business,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Lower Cost
KENYA,25-44,Alone,0,1,Business,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,No,High Cost
ITALY,25-44,With Other Friends/Relatives,2,0,Visiting Friends and Relatives,Widlife Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,3,0,No,Lower Cost
KENYA,45-64,Alone,0,1,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,0,8,No,Normal Cost
UNITED STATES OF AMERICA,25-44,With Other Friends/Relatives,0,3,Leisure and Holidays,Widlife Tourism,"Radio, TV, Web",Package Tour,No,Yes,No,No,Yes,Yes,No,13,0,Yes,Higher Cost
SWIZERLAND,45-64,With Other Friends/Relatives,5,2,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,8,0,Yes,Higher Cost
ZIMBABWE,25-44,Alone,0,1,Business,Mountain Climbing,Trade fair,Independent,No,No,No,No,No,No,No,3,0,Yes,Low Cost
UNITED STATES OF AMERICA,65+,Alone,0,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,11,0,Yes,Higher Cost
UNITED STATES OF AMERICA,18-24,Alone,1,0,Volunteering,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,9,Yes,Normal Cost
ITALY,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,No,No,No,No,No,0,7,Yes,High Cost
UNITED KINGDOM,18-24,Alone,0,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,8,0,Yes,Lower Cost
UNITED STATES OF AMERICA,25-44,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,9,4,Yes,Higher Cost
ITALY,25-44,Alone,0,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,Normal Cost
SOUTH AFRICA,25-44,Alone,1,0,Meetings and Conference,Mountain Climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,No,Normal Cost
UNITED STATES OF AMERICA,18-24,Alone,1,0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,4,No,Lower Cost
UNITED KINGDOM,45-64,Alone,0,1,Business,Wildlife Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,30,0,No,Lower Cost
FINLAND,45-64,Alone,0,1,Meetings and Conference,Hunting Tourism,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,14,0,No,Lower Cost
CANADA,45-64,With Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Normal Cost
UNITED STATES OF AMERICA,25-44,Alone,1,0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,9,3,Yes,High Cost
UNITED KINGDOM,25-44,Alone,1,0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10,0,Yes,High Cost
GERMANY,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,0,14,Yes,Higher Cost
CANADA,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,Others,Independent,No,No,No,No,No,No,No,6,0,Yes,High Cost
KENYA,45-64,With Spouse and Children,2,2,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,0,4,Yes,Normal Cost
ZIMBABWE,25-44,Alone,0,1,Business,Cultural Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,10,0,No,Lower Cost
PORTUGAL,25-44,With Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,High Cost
ZAMBIA,25-44,Alone,1,0,Business,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,23,0,No,Lower Cost
SWIZERLAND,25-44,Alone,1,0,Visiting Friends and Relatives,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,28,Yes,High Cost
AUSTRALIA,25-44,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,0,Yes,Normal Cost
CANADA,45-64,Alone,1,0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,60,No,High Cost
ITALY,25-44,With Other Friends/Relatives,1,2,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Yes,High Cost
UGANDA,25-44,Alone,0,1,Business,Hunting Tourism,Trade fair,Independent,No,No,No,No,No,No,No,4,0,No,Normal Cost
SOUTH AFRICA,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,Highest Cost
ZAMBIA,25-44,Alone,0,1,Business,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,No,Low Cost
JAPAN,25-44,Alone,0,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,7,0,Yes,High Cost
ITALY,25-44,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,12,Yes,Higher Cost
FRANCE,25-44,With Spouse,1,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,14,12,Yes,High Cost
FRANCE,25-44,With Spouse and Children,2,2,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,6,Yes,Higher Cost
ITALY,45-64,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,3,2,Yes,Normal Cost
SOUTH AFRICA,25-44,With Children,1,1,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,90,0,No,Normal Cost
UNITED STATES OF AMERICA,65+,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,7,6,Yes,Higher Cost
UNITED KINGDOM,45-64,Alone,0,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,7,0,Yes,High Cost
ITALY,45-64,With Spouse and Children,2,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0,7,Yes,Higher Cost
KENYA,45-64,Alone,0,1,Meetings and Conference,Mountain Climbing,Others,Independent,No,No,No,No,No,No,No,3,0,No,Lower Cost
CANADA,65+,Alone,0,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,0,Yes,Higher Cost
UNITED KINGDOM,25-44,With Other Friends/Relatives,0,2,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,No,No,Yes,No,11,0,Yes,High Cost
BELGIUM,45-64,Alone,1,0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,9,0,No,High Cost
UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,1,1,Visiting Friends and Relatives,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,8,2,Yes,High Cost
ITALY,45-64,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,14,Yes,High Cost
INDIA,25-44,With Spouse,1,1,Meetings and Conference,Mountain Climbing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,2,0,Yes,High Cost
AUSTRALIA,25-44,With Other Friends/Relatives,3,3,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,12,0,Yes,Highest Cost
GERMANY,18-24,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,No,No,No,No,No,No,0,7,Yes,Higher Cost
UNITED STATES OF AMERICA,25-44,Alone,1,0,Meetings and Conference,Hunting Tourism,Others,Independent,No,No,No,No,No,Yes,No,14,0,No,Normal Cost
ZIMBABWE,45-64,Alone,0,1,Meetings and Conference,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,No,Normal Cost
CANADA,25-44,With Other Friends/Relatives,0,2,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,7,Yes,High Cost
GERMANY,45-64,With Spouse and Children,1,2,Leisure and Holidays,Widlife Tourism,"Newspaper, magazines, brochures",Package Tour,No,Yes,Yes,No,Yes,No,No,8,12,Yes,Higher Cost
SPAIN,25-44,With Other Friends/Relatives,2,0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,No,No,Yes,No,11,4,Yes,High Cost
UNITED KINGDOM,45-64,With Other Friends/Relatives,2,2,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,0,Yes,Higher Cost
ZAMBIA,25-44,Alone,0,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,No,Normal Cost
UGANDA,25-44,Alone,0,1,Business,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,13,0,Yes,Normal Cost
FRANCE,45-64,With Children,2,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,No,Yes,No,Yes,Yes,Yes,0,7,Yes,Higher Cost
UNITED KINGDOM,45-64,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,3,Yes,Higher Cost
INDIA,45-64,Alone,0,1,Meetings and Conference,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,No,No,No,No,No,No,14,0,No,Normal Cost
CANADA,45-64,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,0,No,High Cost
UNITED KINGDOM,18-24,With Other Friends/Relatives,1,0,Leisure and Holidays,Widlife Tourism,Others,Independent,No,No,No,No,No,No,No,7,7,Yes,Normal Cost
UAE,25-44,With Other Friends/Relatives,1,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,4,Yes,Normal Cost
FRANCE,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,3,7,Yes,Higher Cost
ITALY,<18,Alone,1,0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Yes,High Cost
UNITED KINGDOM,45-64,With Children,2,3,Visiting Friends and Relatives,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,24,6,No,Higher Cost
DENMARK,45-64,Alone,1,0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,No,Normal Cost
KENYA,25-44,Alone,1,0,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,No,Lower Cost
RWANDA,25-44,Alone,0,1,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,6,Yes,Normal Cost
UNITED STATES OF AMERICA,65+,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Newspaper, magazines, brochures",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,7,0,Yes,Higher Cost
ZIMBABWE,25-44,Alone,0,1,Business,Wildlife Tourism,Trade fair,Independent,No,No,No,No,No,No,No,1,0,No,Lower Cost
UNITED KINGDOM,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,1,14,Yes,High Cost
INDIA,45-64,With Spouse and Children,2,2,Meetings and Conference,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,2,1,Yes,Normal Cost
UNITED STATES OF AMERICA,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,8,3,Yes,Higher Cost
CANADA,25-44,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,14,0,Yes,Higher Cost
IRELAND,25-44,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,15,0,Yes,High Cost
JAPAN,45-64,Alone,0,1,Business,Cultural Tourism,Others,Independent,No,No,No,No,No,No,No,5,0,Yes,Normal Cost
SPAIN,25-44,With Other Friends/Relatives,3,2,Leisure and Holidays,Business,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,7,Yes,Higher Cost
ITALY,18-24,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,Yes,0,7,Yes,High Cost
UNITED STATES OF AMERICA,25-44,With Other Friends/Relatives,1,1,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,12,0,No,Normal Cost
ITALY,45-64,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,14,0,Yes,Higher Cost
GERMANY,45-64,With Spouse and Children,2,2,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,9,6,Yes,Higher Cost
SOUTH AFRICA,25-44,Alone,0,1,Business,Wildlife Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,3,0,No,Normal Cost
UNITED STATES OF AMERICA,65+,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,12,0,Yes,Higher Cost
POLAND,25-44,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,4,7,Yes,Higher Cost
ZIMBABWE,25-44,Alone,0,1,Business,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Lower Cost
NETHERLANDS,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Package Tour,No,Yes,No,No,No,Yes,No,13,0,No,Normal Cost
UNITED KINGDOM,18-24,Alone,0,1,Business,Hunting Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,5,0,Yes,Normal Cost
UGANDA,45-64,With Other Friends/Relatives,3,2,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Yes,Lower Cost
SWIZERLAND,18-24,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,15,Yes,Higher Cost
UNITED STATES OF AMERICA,65+,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Newspaper, magazines, brochures",Package Tour,No,Yes,No,No,Yes,Yes,No,13,0,Yes,Higher Cost
RUSSIA,18-24,With Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,Yes,Normal Cost
UAE,25-44,Alone,1,0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,22,0,No,Lower Cost
UNITED KINGDOM,25-44,Alone,1,0,Meetings and Conference,Widlife Tourism,Others,Independent,No,No,No,No,No,No,No,4,0,Yes,Normal Cost
ZIMBABWE,25-44,Alone,0,1,Business,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,1,0,Yes,Lower Cost
CANADA,25-44,With Spouse and Children,1,3,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,8,4,Yes,Higher Cost
