age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,payment_mode,first_trip_tz,total_people,country_new,cost_category
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,10,7,Credit Card,Yes,2,AUSTRALIA,4
25~44,Alone,0,1,Meetings and Conference,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,5,0,Cash,No,1,INDIA,1
45~64,Blank,1,0,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,12,0,Cash,Yes,1,UNITED STATES OF AMERICA,3
1~24,Alone,1,0,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,2,Cash,Yes,1,NETHERLANDS,2
25~44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,0,Credit Card,Yes,1,CANADA,3
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,12,0,Cash,Yes,2,UNITED STATES OF AMERICA,4
1~24,Friends/Relatives,0,2,Leisure and Holidays,Cultural tourism,"Friends, relatives",Package Tour,Yes,No,No,No,No,No,Yes,25,0,Cash,Yes,2,ITALY,2
25~44,Friends/Relatives,1,1,Meetings and Conference,Mountain climbing,"Friends, relatives",Package Tour,Yes,Yes,No,No,No,Yes,No,4,0,Cash,Yes,2,KENYA,1
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,12,0,Cash,Yes,2,AUSTRIA,2
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,others,Independent,No,No,No,No,No,No,No,2,2,Cash,Yes,2,KENYA,2
25~44,Friends/Relatives,3,0,Leisure and Holidays,Conference tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,6,Credit Card,Yes,3,AUSTRALIA,1
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,9,Cash,Yes,2,SWEDEN,2
45~64,Blank,0,1,Business,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,No,No,No,No,No,24,0,Cash,No,1,NEW ZEALAND,1
65+,Friends/Relatives,3,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,0,Cash,Yes,5,GERMANY,4
25~44,Blank,0,1,Business,Cultural tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,4,0,Cash,No,1,UNITED KINGDOM,1
45~64,Friends/Relatives,0,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,Yes,No,No,Yes,Yes,Yes,No,12,0,Credit Card,No,2,FINLAND,3
45~64,Spouse,1,1,Scientific and Academic,Cultural tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,2,UGANDA,2
45~64,Spouse,1,1,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,Cash,Yes,2,SOUTH AFRICA,2
45~64,Alone,0,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,12,2,Cash,Yes,1,UNITED STATES OF AMERICA,3
25~44,Alone,1,0,Business,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,4,0,Cash,No,1,UNITED KINGDOM,2
45~64,Spouse and Children,3,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,0,Cash,Yes,4,UNITED KINGDOM,3
45~64,Spouse and Children,2,2,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,16,0,Credit Card,Yes,4,GERMANY,3
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,0,Cash,Yes,2,UNITED STATES OF AMERICA,4
45~64,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Cash,No,2,ITALY,1
65+,Alone,1,0,Business,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,4,0,Cash,No,1,KENYA,2
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,12,6,Cash,Yes,2,UNITED STATES OF AMERICA,4
65+,Alone,0,1,Meetings and Conference,Mountain climbing,others,Independent,No,No,No,No,No,No,No,10,0,Credit Card,No,1,UAE,2
1~24,Friends/Relatives,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,12,0,Cash,Yes,1,UNITED KINGDOM,4
65+,Friends/Relatives,6,5,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,No,Yes,No,9,0,Cash,Yes,11,UNITED STATES OF AMERICA,4
25~44,Alone,1,0,Meetings and Conference,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,KENYA,2
1~24,Children,2,1,Business,business,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,2,Cash,No,3,UNITED KINGDOM,2
1~24,Blank,1,0,Volunteering,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,30,10,Cash,Yes,1,NETHERLANDS,2
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,0,7,Cash,Yes,2,ITALY,2
25~44,Spouse and Children,2,3,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,3,6,Cash,Yes,5,UNITED KINGDOM,3
45~64,Spouse,1,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,0,Cash,Yes,2,UNITED STATES OF AMERICA,3
25~44,Blank,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Cash,Yes,1,CANADA,3
45~64,Spouse,1,1,Leisure and Holidays,Conference tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,No,No,14,0,Cash,Yes,2,UNITED STATES OF AMERICA,1
25~44,Blank,0,1,Other,Beach tourism,inflight magazines,Independent,No,No,No,No,No,No,No,35,0,Cash,No,1,O-ASIA,3
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,14,0,Cash,Yes,2,GERMANY,4
25~44,Blank,0,1,Visiting Friends and Relatives,Cultural tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,4,0,Cash,Yes,1,TURKEY,2
25~44,Blank,1,0,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,0,Cash,Yes,1,UNITED KINGDOM,2
25~44,Alone,1,0,Leisure and Holidays,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,14,0,Cash,Yes,1,UNITED KINGDOM,2
45~64,Spouse and Children,2,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Cash,Yes,4,ISRAEL,4
25~44,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,Cash,Yes,2,FRANCE,3
45~64,Alone,0,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,27,Cash,No,1,OMAN,2
1~24,Blank,1,0,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,Cash,Yes,1,UNITED STATES OF AMERICA,2
45~64,Alone,0,1,Business,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,1,0,Cash,No,1,ZAMBIA,1
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,7,Cash,Yes,2,KENYA,3
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,0,Cash,No,2,UNITED STATES OF AMERICA,3
1~24,Blank,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,No,No,No,No,No,No,32,7,Cash,Yes,2,SWEDEN,2
65+,Blank,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,No,Yes,Yes,No,12,0,Cash,Yes,1,UNITED STATES OF AMERICA,3
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,0,Cash,Yes,2,AUSTRALIA,2
45~64,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,7,7,Cash,Yes,2,FRANCE,2
25~44,Alone,1,0,Business,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,Cash,Yes,1,GERMANY,2
25~44,Friends/Relatives,1,1,Business,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,2,0,Credit Card,Yes,2,KENYA,1
25~44,Alone,1,0,Meetings and Conference,Beach tourism,Trade fair,Package Tour,Yes,No,No,No,No,No,No,2,0,Cash,Yes,1,RWANDA,2
1~24,Friends/Relatives,4,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,45,0,Cash,No,5,BURUNDI,2
25~44,Friends/Relatives,6,4,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,20,0,Cash,Yes,10,ITALY,2
65+,Friends/Relatives,2,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,22,2,Cash,Yes,2,UNITED STATES OF AMERICA,2
25~44,Alone,1,0,Other,Hunting tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,ZAMBIA,1
25~44,Alone,0,1,Other,Hunting tourism,others,Independent,No,No,No,No,No,No,No,4,0,Cash,No,1,UGANDA,1
25~44,Blank,1,0,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,0,Cash,No,1,BURUNDI,2
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,2,Cash,Yes,2,UNITED KINGDOM,1
45~64,Children,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,0,Cash,Yes,2,ITALY,3
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Cash,Yes,2,ITALY,2
25~44,Blank,0,1,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,BURUNDI,1
25~44,Alone,0,1,Business,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,12,0,Cash,No,1,ZAMBIA,2
25~44,Friends/Relatives,0,2,Meetings and Conference,Mountain climbing,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,21,0,Cash,Yes,2,UGANDA,1
25~44,Blank,0,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,BURUNDI,1
45~64,Blank,1,0,Visiting Friends and Relatives,Bird watching,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,12,0,Cash,No,1,GERMANY,1
1~24,Blank,1,0,Leisure and Holidays,Cultural tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,19,7,Cash,Yes,1,UNITED STATES OF AMERICA,2
25~44,Blank,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,No,Yes,Yes,No,15,6,Cash,Yes,1,NEW ZEALAND,3
25~44,Blank,1,0,Visiting Friends and Relatives,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,90,0,Cash,No,1,FRANCE,1
45~64,Spouse and Children,2,3,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,No,No,No,No,12,0,Cash,Yes,5,UNITED KINGDOM,2
1~24,Blank,1,0,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,14,0,Cash,Yes,1,UNITED KINGDOM,1
45~64,Blank,0,1,Scientific and Academic,Hunting tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,15,0,Cash,Yes,1,UNITED KINGDOM,2
25~44,Blank,1,0,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,9,Cash,No,1,IRELAND,2
45~64,Children,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,7,7,Cash,Yes,2,UNITED KINGDOM,4
1~24,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,7,4,Cash,Yes,1,AUSTRALIA,2
25~44,Blank,0,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,Yes,1,KENYA,1
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,others,Independent,No,No,No,No,No,No,No,0,6,Cash,Yes,2,SPAIN,2
25~44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7,4,Cash,Yes,1,CANADA,2
45~64,Friends/Relatives,2,3,Business,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,6,0,Credit Card,No,5,SOUTH AFRICA,2
45~64,Spouse and Children,2,3,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,7,7,Cash,No,5,UNITED KINGDOM,2
45~64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,0,Cash,Yes,1,UNITED KINGDOM,2
45~64,Spouse and Children,2,2,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,10,10,Credit Card,Yes,4,FRANCE,4
25~44,Blank,1,0,Meetings and Conference,Mountain climbing,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,1,0,Cash,Yes,1,RWANDA,1
25~44,Blank,1,0,Meetings and Conference,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,Credit Card,No,1,UNITED STATES OF AMERICA,1
25~44,Friends/Relatives,0,2,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,4,Cash,Yes,2,JAPAN,2
45~64,Blank,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11,6,Cash,No,2,ITALY,4
25~44,Blank,0,1,Scientific and Academic,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,20,0,Cash,Yes,1,KENYA,2
65+,Blank,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,15,0,Cash,Yes,1,UNITED STATES OF AMERICA,3
45~64,Spouse and Children,3,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,0,Cash,Yes,4,UNITED STATES OF AMERICA,3
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,0,Credit Card,Yes,2,UNITED STATES OF AMERICA,2
25~44,Blank,0,1,Leisure and Holidays,Conference tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,0,Cash,Yes,1,UNITED STATES OF AMERICA,2
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Cash,Yes,2,FRANCE,3
45~64,Spouse,1,1,Leisure and Holidays,Cultural tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Cash,Yes,2,FRANCE,3
25~44,Alone,0,1,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,ZAMBIA,1
25~44,Friends/Relatives,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Cash,Yes,2,UNITED KINGDOM,2
25~44,Alone,0,1,Business,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,6,0,Cash,No,1,ZAMBIA,1
25~44,Spouse and Children,1,2,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,13,Cash,Yes,3,GERMANY,3
1~24,Blank,1,0,Volunteering,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,70,0,Cash,Yes,1,UNITED KINGDOM,1
45~64,Blank,0,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,No,No,Yes,13,4,Cash,No,1,UNITED KINGDOM,2
25~44,Spouse,1,1,Leisure and Holidays,Cultural tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,5,Cash,Yes,2,NETHERLANDS,2
65+,Blank,0,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Yes,Yes,No,15,0,Cash,No,1,UNITED STATES OF AMERICA,4
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,11,6,Cash,No,2,SWEDEN,2
1~24,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,0,Cash,Yes,2,SPAIN,3
25~44,Alone,0,1,Business,Mountain climbing,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,No,21,0,Cash,No,1,MALAWI,2
1~24,Alone,0,1,Leisure and Holidays,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,40,0,Cash,No,1,FRANCE,1
25~44,Alone,1,0,Volunteering,Conference tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,Credit Card,Yes,1,NORWAY,2
25~44,Blank,0,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,15,0,Cash,Yes,1,UNITED STATES OF AMERICA,3
25~44,Friends/Relatives,4,2,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Yes,No,No,7,0,Cash,Yes,6,FRANCE,3
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,9,0,Credit Card,No,2,SWIZERLAND,4
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,0,Cash,Yes,2,UNITED STATES OF AMERICA,4
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Cash,Yes,2,ITALY,2
25~44,Blank,0,1,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,Cash,Yes,1,UNITED STATES OF AMERICA,2
25~44,Blank,0,1,Business,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,1,0,Cash,No,1,KENYA,1
1~24,Friends/Relatives,2,2,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,12,2,Credit Card,No,4,UNITED KINGDOM,2
45~64,Alone,0,1,Meetings and Conference,Mountain climbing,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,UNITED KINGDOM,2
25~44,Friends/Relatives,2,0,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,Yes,No,No,No,No,No,No,0,17,Credit Card,No,2,ITALY,2
1~24,Blank,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,13,0,Cash,Yes,1,FRANCE,2
25~44,Blank,0,1,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,Cash,No,1,BURUNDI,1
25~44,Friends/Relatives,1,1,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,2,RWANDA,1
25~44,Alone,0,1,Business,Wildlife tourism,Trade fair,Independent,No,No,No,No,No,No,No,14,0,Cash,No,1,ZAMBIA,2
45~64,Alone,1,0,Visiting Friends and Relatives,Hunting tourism,others,Independent,No,No,No,No,No,No,No,1,0,Cash,No,1,KENYA,1
25~44,Blank,0,1,Meetings and Conference,Mountain climbing,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,5,0,Cash,Yes,1,O-NAME,2
25~44,Alone,0,1,Business,Mountain climbing,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,ZIMBABWE,1
1~24,Friends/Relatives,1,1,Leisure and Holidays,Conference tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11,0,Cash,Yes,2,UNITED STATES OF AMERICA,3
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,9,4,Cash,Yes,2,UNITED STATES OF AMERICA,4
25~44,Blank,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,No,No,Yes,No,6,0,Cash,Yes,1,UNITED KINGDOM,2
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,4,Cash,Yes,2,UNITED STATES OF AMERICA,3
25~44,Blank,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7,0,Cash,Yes,1,UNITED KINGDOM,2
25~44,Spouse,1,1,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,12,0,Cash,Yes,2,FRANCE,2
45~64,Friends/Relatives,0,3,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Independent,Yes,Yes,Yes,Yes,Yes,Yes,No,12,2,Cash,Yes,3,UNITED STATES OF AMERICA,3
25~44,Friends/Relatives,0,4,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,No,Yes,Yes,No,Yes,Yes,No,14,0,Credit Card,Yes,4,UNITED STATES OF AMERICA,2
25~44,Blank,1,0,Leisure and Holidays,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,30,2,Credit Card,No,1,GERMANY,1
25~44,Friends/Relatives,1,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,Credit Card,No,2,SOUTH AFRICA,3
25~44,Friends/Relatives,3,6,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,7,Cash,Yes,9,UNITED STATES OF AMERICA,4
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,9,0,Cash,Yes,2,UNITED KINGDOM,1
65+,Blank,1,0,Leisure and Holidays,Bird watching,"Friends, relatives",Independent,No,No,No,No,No,No,No,11,0,Cash,No,1,BELGIUM,2
45~64,Blank,0,1,Leisure and Holidays,Conference tourism,"Newspaper, magazines,brochures",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,4,Cash,Yes,1,SINGAPORE,3
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,0,Credit Card,Yes,2,UNITED STATES OF AMERICA,3
45~64,Children,4,4,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,Yes,Yes,12,0,Cash,Yes,8,FRANCE,2
25~44,Alone,0,1,Meetings and Conference,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,No,No,No,No,No,90,0,Cash,Yes,1,O-AF,2
25~44,Friends/Relatives,1,1,Leisure and Holidays,Conference tourism,"Newspaper, magazines,brochures",Package Tour,No,Yes,Yes,No,Yes,Yes,No,10,0,Credit Card,Yes,2,JAPAN,1
65+,Children,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,No,10,0,Cash,Yes,2,UNITED STATES OF AMERICA,3
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,0,14,Credit Card,Yes,2,O-EEU,3
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,15,5,Cash,Yes,2,NETHERLANDS,2
25~44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,Credit Card,No,1,ZAMBIA,2
25~44,Friends/Relatives,1,1,Business,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,10,0,Cash,Yes,2,BRAZIL,2
25~44,Friends/Relatives,2,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,5,Cash,Yes,3,SPAIN,2
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,14,7,Cash,Yes,2,GERMANY,2
45~64,Spouse and Children,1,2,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,6,Cash,No,3,UNITED KINGDOM,3
25~44,Friends/Relatives,0,4,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,No,Yes,Yes,No,19,0,Cash,Yes,4,UNITED STATES OF AMERICA,3
